Month;Airline;Departing Airport;Arriving Airport;Monthly Arrival Delay(Mode)
10;UA;BNA;IAH;92.0
10;UA;BNA;ORD;-11.5
10;UA;BOI;LAX;-18.0
10;UA;BOI;ORD;-2.0
10;UA;BOI;SFO;-15.0
10;UA;BOS;DEN;-2.75
10;UA;BOS;EWR;12.333333333333334
10;UA;BOS;IAD;11.75
10;UA;BOS;LAX;7.0
10;UA;BOS;ORD;35.6
10;UA;BOS;SFO;-21.0
10;UA;BRO;IAH;-5.0
10;UA;BTR;IAH;4.333333333333333
10;UA;BTV;EWR;52.0
10;UA;BTV;IAD;-18.0
10;UA;BTV;ORD;-11.666666666666666
10;UA;BUF;EWR;26.25
10;UA;BUF;IAD;-5.0
10;UA;BUF;ORD;-2.5
10;UA;BUR;DEN;-8.0
10;UA;BUR;SFO;-6.333333333333333
10;UA;BWI;IAH;1.0
10;UA;BWI;LAX;-9.0
10;UA;BWI;ORD;-12.0
10;UA;CAE;ORD;-23.0
10;UA;CAK;ORD;-10.0
10;UA;CGI;UIN;3.0
10;UA;CHA;ORD;-32.0
10;UA;CHO;IAD;39.75
10;UA;CHO;ORD;2.0
10;UA;CHS;EWR;9.75
10;UA;CHS;IAD;-10.0
10;UA;CHS;IAH;-18.0
10;UA;CHS;ORD;32.0
10;UA;CID;ORD;7.0
10;UA;CLE;BOS;54.0
10;UA;CLE;DCA;-3.0
10;UA;CLE;EWR;-5.5
10;UA;CLE;IAD;-15.0
10;UA;CLE;IAH;5.5
10;UA;CLE;LGA;-4.75
10;UA;CLE;ORD;-11.0
10;UA;CLE;SFO;-13.0
10;UA;CLT;EWR;0.0
10;UA;CLT;IAH;-19.5
10;UA;CLT;ORD;4.0
10;UA;CMH;DEN;-9.0
10;UA;CMH;EWR;1.3333333333333333
10;UA;CMH;IAH;4.0
10;UA;CMH;ORD;-8.5
10;UA;CNY;DEN;-13.0
10;UA;COD;DEN;136.0
10;UA;COS;DEN;22.5
10;UA;COS;IAH;72.0
10;UA;COS;LAX;5.0
10;UA;COS;ORD;-7.5
10;UA;COU;ORD;-4.0
10;UA;CRP;IAH;-15.5
10;UA;CRW;IAD;-19.0
10;UA;CVG;DEN;39.5
10;UA;CVG;EWR;-7.5
10;UA;CVG;IAH;-1.0
10;UA;CVG;ORD;-20.0
10;UA;CVG;SFO;-6.0
10;UA;CWA;ORD;34.0
10;UA;DAY;EWR;3.0
10;UA;DAY;IAD;-14.0
10;UA;DAY;IAH;6.0
10;UA;DAY;ORD;-2.5
10;UA;DCA;CLE;57.0
10;UA;DCA;DEN;-22.0
10;UA;DCA;EWR;-15.5
10;UA;DCA;IAH;-10.0
10;UA;DCA;ORD;29.25
10;UA;DCA;SFO;-15.0
10;UA;DEN;ACV;-10.0
10;UA;DEN;ANC;-12.0
10;UA;DEN;ASE;4.5
10;UA;DEN;ATL;-6.333333333333333
10;UA;DEN;AUS;-17.0
10;UA;DEN;BFL;-22.0
10;UA;DEN;BIL;-4.0
10;UA;DEN;BIS;52.0
10;UA;DEN;BNA;40.333333333333336
10;UA;DEN;BOS;-20.0
10;UA;DEN;BUR;-15.333333333333334
10;UA;DEN;BWI;-12.0
10;UA;DEN;BZN;101.0
10;UA;DEN;CMH;-13.0
10;UA;DEN;COS;-19.0
10;UA;DEN;CPR;44.333333333333336
10;UA;DEN;DAY;1.0
10;UA;DEN;DFW;-10.0
10;UA;DEN;DIK;-6.0
10;UA;DEN;DRO;61.5
10;UA;DEN;DSM;-1.0
10;UA;DEN;ELP;-18.0
10;UA;DEN;EWR;-16.0
10;UA;DEN;FAR;-17.5
10;UA;DEN;FAT;-14.5
10;UA;DEN;FCA;-6.5
10;UA;DEN;FSD;35.5
10;UA;DEN;GEG;-3.0
10;UA;DEN;GJT;17.666666666666668
10;UA;DEN;HSV;0.5
10;UA;DEN;HYS;66.0
10;UA;DEN;IAD;-10.0
10;UA;DEN;IAH;13.0
10;UA;DEN;IDA;-10.333333333333334
10;UA;DEN;JAC;-13.666666666666666
10;UA;DEN;JMS;-15.0
10;UA;DEN;KOA;-11.0
10;UA;DEN;LAS;11.0
10;UA;DEN;LAX;78.0
10;UA;DEN;LBL;28.0
10;UA;DEN;LGA;-5.0
10;UA;DEN;LIH;-17.0
10;UA;DEN;LNK;-21.0
10;UA;DEN;MCI;24.0
10;UA;DEN;MEM;-2.6666666666666665
10;UA;DEN;MFR;41.0
10;UA;DEN;MKE;-11.0
10;UA;DEN;MLI;23.0
10;UA;DEN;MRY;14.666666666666666
10;UA;DEN;MSN;-12.0
10;UA;DEN;MSO;-3.6666666666666665
10;UA;DEN;MSP;-9.0
10;UA;DEN;MSY;-1.0
10;UA;DEN;OGG;24.75
10;UA;DEN;ONT;49.0
10;UA;DEN;ORD;-14.0
10;UA;DEN;ORF;8.5
10;UA;DEN;PDX;6.0
10;UA;DEN;PHL;7.0
10;UA;DEN;PHX;-19.0
10;UA;DEN;PIR;24.0
10;UA;DEN;PIT;-22.5
10;UA;DEN;PSC;-5.0
10;UA;DEN;PSP;-19.0
10;UA;DEN;RAP;-11.8
10;UA;DEN;RDM;-5.0
10;UA;DEN;RIC;6.0
10;UA;DEN;SAF;-14.0
10;UA;DEN;SAT;-3.0
10;UA;DEN;SBA;9.0
10;UA;DEN;SDF;9.0
10;UA;DEN;SEA;16.0
10;UA;DEN;SFO;10.0
10;UA;DEN;SGF;88.0
10;UA;DEN;SGU;22.0
10;UA;DEN;SLC;5.5
10;UA;DEN;SMF;79.5
10;UA;DEN;TUL;32.0
10;UA;DEN;TYS;-22.0
10;UA;DEN;VEL;-19.0
10;UA;DEN;XNA;-8.0
10;UA;DEN;XWA;52.0
10;UA;DFW;DEN;-9.0
10;UA;DFW;IAD;-6.0
10;UA;DFW;IAH;24.5
10;UA;DFW;LAX;3.0
10;UA;DFW;ORD;19.0
10;UA;DFW;SFO;-12.0
10;UA;DRO;DEN;-6.0
10;UA;DRO;IAH;-17.0
10;UA;DSM;DEN;69.5
10;UA;DSM;ORD;-6.0
10;UA;DTW;EWR;6.666666666666667
10;UA;DTW;IAH;-0.5
10;UA;DTW;ORD;-14.0
10;UA;DTW;SFO;1.5
10;UA;EAR;DEN;-16.5
10;UA;EAU;ORD;-16.0
10;UA;ECP;IAH;34.333333333333336
10;UA;ELP;DEN;-22.5
10;UA;ELP;IAH;-8.0
10;UA;EUG;DEN;-7.0
10;UA;EUG;SFO;-19.0
10;UA;EVV;ORD;-26.0
10;UA;EWR;ALB;-13.0
10;UA;EWR;ATL;11.333333333333334
10;UA;EWR;AVL;23.0
10;UA;EWR;BGR;-11.0
10;UA;EWR;BNA;-12.0
10;UA;EWR;BOS;-4.0
10;UA;EWR;BQN;-1.0
10;UA;EWR;BTV;-16.5
10;UA;EWR;BUF;-2.0
10;UA;EWR;CAK;106.5
10;UA;EWR;CHS;87.0
10;UA;EWR;CLE;63.0
10;UA;EWR;CMH;-13.0
10;UA;EWR;DCA;-12.666666666666666
10;UA;EWR;DEN;3.25
10;UA;EWR;DFW;-23.0
10;UA;EWR;DTW;-13.5
10;UA;EWR;ELM;-8.0
10;UA;EWR;FLL;12.0
10;UA;EWR;GSO;-7.666666666666667
10;UA;EWR;IAD;106.0
10;UA;EWR;IAH;6.0
10;UA;EWR;IND;-22.0
10;UA;EWR;LAS;13.0
10;UA;EWR;LAX;27.6
10;UA;EWR;MEM;-18.0
10;UA;EWR;MIA;-12.0
10;UA;EWR;MKE;374.0
10;UA;EWR;MSN;-13.0
10;UA;EWR;MSP;-1.0
10;UA;EWR;MSY;84.33333333333333
10;UA;EWR;OMA;-11.333333333333334
10;UA;EWR;ORD;3.0
10;UA;EWR;PBI;-13.0
10;UA;EWR;PDX;-31.0
10;UA;EWR;PIT;-20.0
10;UA;EWR;PQI;48.0
10;UA;EWR;RDU;-2.0
10;UA;EWR;RIC;39.0
10;UA;EWR;ROC;18.25
10;UA;EWR;RSW;-1.3333333333333333
10;UA;EWR;SAN;3.0
10;UA;EWR;SAT;34.5
10;UA;EWR;SAV;2.0
10;UA;EWR;SEA;20.0
10;UA;EWR;SFO;0.5714285714285714
10;UA;EWR;SMF;1.5
10;UA;EWR;SRQ;-6.0
10;UA;EWR;STL;10.0
10;UA;EWR;SYR;33.0
10;UA;EWR;TPA;14.0
10;UA;EYW;ORD;-17.0
10;UA;FAR;DEN;6.5
10;UA;FAR;ORD;272.5
10;UA;FAT;DEN;-22.333333333333332
10;UA;FAT;LAX;-12.0
10;UA;FAT;SFO;64.0
10;UA;FAY;IAD;-25.0
10;UA;FLL;EWR;-8.0
10;UA;FLL;IAH;-19.25
10;UA;FLL;ORD;-1.0
10;UA;FSD;DEN;-6.0
10;UA;FSD;ORD;-3.0
10;UA;GCC;DEN;20.0
10;UA;GEG;DEN;98.0
10;UA;GEG;SFO;2.5
10;UA;GJT;DEN;-2.0
10;UA;GPT;IAH;-8.0
10;UA;GRB;ORD;8.8
10;UA;GRK;IAH;2.0
10;UA;GRR;EWR;7.0
10;UA;GRR;IAD;1.0
10;UA;GRR;ORD;3.8333333333333335
10;UA;GSP;EWR;-5.0
10;UA;GSP;IAD;-11.0
10;UA;GSP;ORD;-33.0
10;UA;GTF;DEN;-21.0
10;UA;HDN;DEN;10.0
10;UA;HNL;DEN;8.0
10;UA;HNL;EWR;-30.0
10;UA;HNL;IAH;4.5
10;UA;HNL;LAX;5.0
10;UA;HNL;SFO;-7.5
10;UA;HOB;DEN;11.0
10;UA;HOB;IAH;25.0
10;UA;HPN;ORD;19.0
10;UA;HSV;DEN;0.0
10;UA;HSV;IAD;-4.0
10;UA;HYS;DEN;-18.0
10;UA;IAD;ALB;19.0
10;UA;IAD;ATL;1.0
10;UA;IAD;AVL;-7.0
10;UA;IAD;AVP;-4.5
10;UA;IAD;BDL;-20.0
10;UA;IAD;BNA;48.0
10;UA;IAD;BOS;49.0
10;UA;IAD;BTV;-18.333333333333332
10;UA;IAD;CAE;-15.5
10;UA;IAD;CHO;-17.0
10;UA;IAD;CHS;-14.0
10;UA;IAD;CKB;-11.0
10;UA;IAD;CLE;-4.5
10;UA;IAD;CMH;4.0
10;UA;IAD;CRW;-28.5
10;UA;IAD;CVG;-7.25
10;UA;IAD;DEN;12.333333333333334
10;UA;IAD;DFW;-5.0
10;UA;IAD;DTW;-8.0
10;UA;IAD;EWR;-30.0
10;UA;IAD;GRR;-12.0
10;UA;IAD;GSO;-20.0
10;UA;IAD;HSV;7.0
10;UA;IAD;IAH;23.0
10;UA;IAD;ILM;-2.0
10;UA;IAD;IND;19.0
10;UA;IAD;ITH;-13.666666666666666
10;UA;IAD;JAX;-2.5
10;UA;IAD;LAS;-2.0
10;UA;IAD;LAX;21.0
10;UA;IAD;LEX;-31.0
10;UA;IAD;MCI;9.0
10;UA;IAD;MCO;-10.5
10;UA;IAD;MDT;-10.0
10;UA;IAD;MHT;-27.0
10;UA;IAD;MSY;-5.0
10;UA;IAD;OGS;-16.0
10;UA;IAD;ORF;2.0
10;UA;IAD;PBG;-2.0
10;UA;IAD;PDX;-14.5
10;UA;IAD;PHL;-28.0
10;UA;IAD;PIT;-0.5
10;UA;IAD;PVD;-12.0
10;UA;IAD;RDU;-13.0
10;UA;IAD;RIC;-15.0
10;UA;IAD;ROA;-4.333333333333333
10;UA;IAD;SAN;-10.333333333333334
10;UA;IAD;SCE;-23.0
10;UA;IAD;SDF;12.0
10;UA;IAD;SEA;-22.0
10;UA;IAD;SMF;-8.0
10;UA;IAD;STL;-9.0
10;UA;IAD;SYR;-20.0
10;UA;IAD;TPA;11.0
10;UA;IAD;TYS;-3.5
10;UA;IAH;ABQ;1.6666666666666667
10;UA;IAH;AEX;5.5
10;UA;IAH;AUS;-8.0
10;UA;IAH;BHM;-21.0
10;UA;IAH;BNA;-8.0
10;UA;IAH;BOS;47.0
10;UA;IAH;BRO;19.666666666666668
10;UA;IAH;BTR;-12.333333333333334
10;UA;IAH;CAE;-14.0
10;UA;IAH;CHS;29.0
10;UA;IAH;CLE;15.333333333333334
10;UA;IAH;CLT;-12.666666666666666
10;UA;IAH;CMH;2.3333333333333335
10;UA;IAH;DCA;6.166666666666667
10;UA;IAH;DEN;-7.5
10;UA;IAH;DFW;-1.0
10;UA;IAH;DSM;-5.0
10;UA;IAH;ECP;-16.5
10;UA;IAH;ELP;3.3333333333333335
10;UA;IAH;EWR;4.2
10;UA;IAH;FLL;-8.0
10;UA;IAH;GSP;-11.0
10;UA;IAH;HNL;8.0
10;UA;IAH;HSV;-16.0
10;UA;IAH;IAD;0.25
10;UA;IAH;IND;-6.0
10;UA;IAH;JAX;-9.0
10;UA;IAH;LAS;-21.0
10;UA;IAH;LAX;12.6
10;UA;IAH;LCH;-15.0
10;UA;IAH;LFT;28.0
10;UA;IAH;LGA;-35.0
10;UA;IAH;LIT;-15.333333333333334
10;UA;IAH;LRD;-9.0
10;UA;IAH;MAF;-6.666666666666667
10;UA;IAH;MCI;128.0
10;UA;IAH;MEM;-8.0
10;UA;IAH;MFE;-0.5
10;UA;IAH;MIA;1.25
10;UA;IAH;MKE;-23.0
10;UA;IAH;MOB;-13.0
10;UA;IAH;MSP;-1.0
10;UA;IAH;MSY;11.333333333333334
10;UA;IAH;OKC;9.0
10;UA;IAH;OMA;-8.5
10;UA;IAH;ORD;25.0
10;UA;IAH;PHL;-13.0
10;UA;IAH;PHX;4.0
10;UA;IAH;PIT;-23.0
10;UA;IAH;RIC;-1.0
10;UA;IAH;SAN;6.333333333333333
10;UA;IAH;SAT;6.4
10;UA;IAH;SDF;5.0
10;UA;IAH;SEA;0.2
10;UA;IAH;SFO;-8.0
10;UA;IAH;SHV;-13.666666666666666
10;UA;IAH;SJU;25.0
10;UA;IAH;SLC;-14.5
10;UA;IAH;SMF;-12.0
10;UA;IAH;STL;12.0
10;UA;IAH;TPA;1.5
10;UA;IAH;TUL;13.0
10;UA;IAH;TUS;-13.333333333333334
10;UA;IAH;TYS;-2.0
10;UA;ICT;DEN;56.5
10;UA;ICT;IAH;-7.0
10;UA;ICT;ORD;-11.75
10;UA;IDA;DEN;-23.0
10;UA;IND;DEN;28.0
10;UA;IND;EWR;3.0
10;UA;IND;IAH;65.0
10;UA;IND;ORD;-6.333333333333333
10;UA;ISN;DEN;-12.0
10;UA;ITO;LAX;-18.0
10;UA;JAN;IAH;-11.0
10;UA;JAN;ORD;1.0
10;UA;JAX;DEN;1.0
10;UA;JAX;EWR;-11.0
10;UA;JAX;IAH;50.666666666666664
10;UA;JAX;ORD;-14.8
10;UA;JMS;DVL;-23.5
10;UA;KOA;SFO;-8.0
10;UA;LAS;DEN;35.8
10;UA;LAS;EWR;28.0
10;UA;LAS;IAH;52.5
10;UA;LAS;LAX;-5.0
10;UA;LAS;SFO;-9.333333333333334
10;UA;LAX;BOI;-1.5
10;UA;LAX;BOS;36.0
10;UA;LAX;COS;14.0
10;UA;LAX;DEN;-4.0
10;UA;LAX;EWR;3.6666666666666665
10;UA;LAX;FAT;-9.333333333333334
10;UA;LAX;HNL;-18.5
10;UA;LAX;IAD;-9.0
10;UA;LAX;IAH;22.75
10;UA;LAX;LAS;2.6666666666666665
10;UA;LAX;LIH;-20.0
10;UA;LAX;MFR;-20.0
10;UA;LAX;ORD;4.0
10;UA;LAX;PHX;-16.0
10;UA;LAX;PSC;8.0
10;UA;LAX;PSP;31.0
10;UA;LAX;RNO;-4.0
10;UA;LAX;SAN;-3.0
10;UA;LAX;SAT;-22.0
10;UA;LAX;SBP;-17.0
10;UA;LAX;SEA;-0.5
10;UA;LAX;SFO;-9.666666666666666
10;UA;LAX;SGU;-5.5
10;UA;LAX;SMF;19.0
10;UA;LBF;DEN;-9.0
10;UA;LBL;DEN;17.0
10;UA;LCH;IAH;-5.5
10;UA;LEX;ORD;26.0
10;UA;LFT;IAH;-5.333333333333333
10;UA;LGA;CLE;-18.0
10;UA;LGA;DEN;-6.0
10;UA;LGA;IAD;138.0
10;UA;LGA;IAH;-9.333333333333334
10;UA;LGA;ORD;8.0
10;UA;LIH;SFO;-16.0
10;UA;LIT;IAH;34.25
10;UA;LIT;ORD;-11.0
10;UA;LNK;DEN;1339.0
10;UA;LNK;ORD;15.0
10;UA;LRD;IAH;-22.0
10;UA;LWB;ORD;33.0
10;UA;MAF;DEN;-9.0
10;UA;MAF;IAH;-1.0
10;UA;MCI;DEN;6.0
10;UA;MCI;EWR;-19.0
10;UA;MCI;IAH;8.0
10;UA;MCI;ORD;12.5
10;UA;MCI;SFO;172.0
10;UA;MCO;DEN;4.0
10;UA;MCO;EWR;-10.333333333333334
10;UA;MCO;IAD;5.5
10;UA;MCO;IAH;-19.0
10;UA;MCO;LAX;-9.0
10;UA;MCO;ORD;-10.0
10;UA;MCO;SFO;10.0
10;UA;MDT;IAD;13.333333333333334
10;UA;MEM;DEN;-4.0
10;UA;MEM;EWR;-18.5
10;UA;MFE;IAH;5.0
10;UA;MFR;SFO;-12.75
10;UA;MHT;EWR;-6.5
10;UA;MHT;IAD;64.0
10;UA;MIA;EWR;105.0
10;UA;MIA;IAH;-14.0
10;UA;MKE;DEN;-21.0
10;UA;MKE;EWR;-13.2
10;UA;MKE;ORD;-16.0
10;UA;MKG;ORD;-20.0
10;UA;MLI;DEN;3.0
10;UA;MLI;ORD;81.5
10;UA;MLU;IAH;-18.0
10;UA;MMH;LAX;-17.0
10;UA;MOB;IAH;-11.0
10;UA;MRY;DEN;-18.5
10;UA;MRY;LAX;-8.0
10;UA;MRY;SFO;160.0
10;UA;MSN;DEN;-3.3333333333333335
10;UA;MSN;EWR;-29.0
10;UA;MSN;LAX;0.0
10;UA;MSN;ORD;-7.0
10;UA;MSN;SFO;-11.0
10;UA;MSP;DEN;31.0
10;UA;MSP;EWR;-24.0
10;UA;MSP;IAD;1.5
10;UA;MSY;DEN;-19.0
10;UA;MSY;EWR;68.5
10;UA;MSY;IAD;-6.0
10;UA;MSY;ORD;-12.0
10;UA;MTJ;DEN;-11.0
10;UA;OGG;SFO;-11.0
10;UA;OGS;IAD;-32.0
10;UA;OKC;DEN;-14.0
10;UA;OKC;IAH;33.0
10;UA;OKC;ORD;-17.0
10;UA;OMA;DEN;0.5
10;UA;OMA;IAH;27.5
10;UA;ONT;SFO;0.5
10;UA;ORD;ALB;31.0
10;UA;ORD;ASE;51.0
10;UA;ORD;ATL;15.5
10;UA;ORD;ATW;0.0
10;UA;ORD;AUS;-9.5
10;UA;ORD;AZO;-1.0
10;UA;ORD;BDL;-30.0
10;UA;ORD;BGR;24.0
10;UA;ORD;BHM;0.6666666666666666
10;UA;ORD;BIS;-3.3333333333333335
10;UA;ORD;BNA;-10.0
10;UA;ORD;BOI;-1.0
10;UA;ORD;BTV;30.0
10;UA;ORD;BUF;98.5
10;UA;ORD;CAE;6.0
10;UA;ORD;CAK;5.5
10;UA;ORD;CGI;89.0
10;UA;ORD;CHA;25.0
10;UA;ORD;CHO;-16.0
10;UA;ORD;CHS;-5.0
10;UA;ORD;CKB;-17.0
10;UA;ORD;CMH;-18.0
10;UA;ORD;CMX;44.0
10;UA;ORD;COS;-28.0
10;UA;ORD;CRW;-7.0
10;UA;ORD;CVG;-8.5
10;UA;ORD;DAY;-4.333333333333333
10;UA;ORD;DCA;-15.0
10;UA;ORD;DEN;14.666666666666666
10;UA;ORD;DFW;-11.0
10;UA;ORD;DLH;8.333333333333334
10;UA;ORD;DSM;-14.0
10;UA;ORD;EAU;48.5
10;UA;ORD;ELP;37.5
10;UA;ORD;ERI;338.5
10;UA;ORD;EVV;33.0
10;UA;ORD;EWR;3.4285714285714284
10;UA;ORD;FSD;-15.0
10;UA;ORD;GRB;-4.8
10;UA;ORD;GRR;-9.333333333333334
10;UA;ORD;GSO;-8.25
10;UA;ORD;IAD;18.5
10;UA;ORD;IAH;22.333333333333332
10;UA;ORD;IND;17.333333333333332
10;UA;ORD;JAX;-11.0
10;UA;ORD;LAN;-5.0
10;UA;ORD;LAS;11.333333333333334
10;UA;ORD;LEX;-7.666666666666667
10;UA;ORD;LGA;9.625
10;UA;ORD;LNK;7.0
10;UA;ORD;MCO;-1.6
10;UA;ORD;MDT;-12.0
10;UA;ORD;MEM;-20.5
10;UA;ORD;MKE;2.3333333333333335
10;UA;ORD;MKG;-19.5
10;UA;ORD;MLI;-14.0
10;UA;ORD;MSN;23.0
10;UA;ORD;MSP;-14.0
10;UA;ORD;MSY;-21.333333333333332
10;UA;ORD;OKC;-1.0
10;UA;ORD;OMA;117.0
10;UA;ORD;ORF;-1.0
10;UA;ORD;PBI;-39.0
10;UA;ORD;PDX;96.0
10;UA;ORD;PHL;10.0
10;UA;ORD;PHX;24.75
10;UA;ORD;PIA;-9.25
10;UA;ORD;PIT;13.666666666666666
10;UA;ORD;PNS;12.0
10;UA;ORD;PVD;-17.0
10;UA;ORD;PWM;-8.5
10;UA;ORD;RAP;11.5
10;UA;ORD;RDU;-16.0
10;UA;ORD;ROC;49.5
10;UA;ORD;RST;-26.5
10;UA;ORD;RSW;-1.0
10;UA;ORD;SAN;33.0
10;UA;ORD;SAT;28.0
10;UA;ORD;SBN;-5.333333333333333
10;UA;ORD;SCE;-22.0
10;UA;ORD;SFO;2.8333333333333335
10;UA;ORD;SGF;-13.0
10;UA;ORD;SJC;-12.0
10;UA;ORD;SJU;-13.333333333333334
10;UA;ORD;SLC;343.5
10;UA;ORD;SLN;-8.0
10;UA;ORD;SMF;22.0
10;UA;ORD;SNA;6.5
10;UA;ORD;SRQ;-12.0
10;UA;ORD;STL;-6.0
10;UA;ORD;SYR;-11.666666666666666
10;UA;ORD;TPA;11.0
10;UA;ORD;TVC;22.333333333333332
10;UA;ORD;TYS;-5.0
10;UA;ORD;XNA;-17.0
10;UA;ORF;DEN;9.0
10;UA;ORF;EWR;69.0
10;UA;ORF;ORD;-20.0
10;UA;PAE;SFO;-31.0
10;UA;PAH;ORD;-9.0
10;UA;PBI;EWR;55.0
10;UA;PDX;DEN;8.0
10;UA;PDX;EWR;-15.0
10;UA;PDX;ORD;-3.0
10;UA;PDX;SFO;-20.0
10;UA;PHL;DEN;-8.666666666666666
10;UA;PHL;IAD;-13.0
10;UA;PHL;ORD;-2.6666666666666665
10;UA;PHX;DEN;-17.0
10;UA;PHX;EWR;86.0
10;UA;PHX;IAD;-28.0
10;UA;PHX;IAH;-3.6666666666666665
10;UA;PHX;LAX;-20.5
10;UA;PHX;ORD;0.5
10;UA;PHX;SFO;-5.0
10;UA;PIA;ORD;-10.5
10;UA;PIR;DEN;88.0
10;UA;PIT;DEN;-0.5
10;UA;PIT;EWR;-22.0
10;UA;PIT;IAD;-3.0
10;UA;PIT;IAH;-19.333333333333332
10;UA;PIT;ORD;-22.25
10;UA;PNS;IAH;-22.5
10;UA;PSC;LAX;-22.0
10;UA;PSP;DEN;-11.0
10;UA;PSP;LAX;-16.0
10;UA;PSP;SFO;70.0
10;UA;PUB;DEN;-15.0
10;UA;PUB;LBL;29.0
10;UA;PVD;EWR;-15.0
10;UA;PVD;IAD;-16.5
10;UA;PVD;ORD;31.0
10;UA;PWM;ORD;2.0
10;UA;RAP;DEN;63.666666666666664
10;UA;RAP;ORD;-3.0
10;UA;RDD;SFO;-23.0
10;UA;RDM;SFO;-1.0
10;UA;RDU;EWR;5.5
10;UA;RDU;IAD;-7.0
10;UA;RDU;ORD;42.0
10;UA;RDU;SFO;-7.0
10;UA;RIC;DEN;0.0
10;UA;RIC;EWR;51.0
10;UA;RIC;IAD;65.0
10;UA;RIC;ORD;37.666666666666664
10;UA;RKS;DEN;-9.0
10;UA;RNO;DEN;2.0
10;UA;RNO;LAX;-9.666666666666666
10;UA;RNO;ORD;-12.0
10;UA;RNO;SFO;-13.0
10;UA;ROA;IAD;-18.333333333333332
10;UA;ROC;EWR;-8.0
10;UA;ROC;ORD;-9.333333333333334
10;UA;RSW;IAH;-22.0
10;UA;SAN;DEN;-16.0
10;UA;SAN;IAD;-12.0
10;UA;SAN;IAH;-22.0
10;UA;SAN;LAX;10.0
10;UA;SAN;SFO;-22.0
10;UA;SAT;DEN;-12.0
10;UA;SAT;EWR;15.0
10;UA;SAT;IAD;-13.0
10;UA;SAT;IAH;-10.333333333333334
10;UA;SAT;ORD;86.0
10;UA;SAV;EWR;-33.0
10;UA;SAV;IAD;-2.0
10;UA;SAV;IAH;-13.0
10;UA;SAV;ORD;-22.0
10;UA;SBA;DEN;1.0
10;UA;SBA;LAX;-0.5
10;UA;SBA;SFO;-23.0
10;UA;SBP;LAX;4.666666666666667
10;UA;SBP;SFO;-11.5
10;UA;SCE;IAD;0.3333333333333333
10;UA;SCE;ORD;-19.0
10;UA;SCK;LAX;-19.0
10;UA;SDF;ORD;50.0
10;UA;SEA;DEN;-7.0
10;UA;SEA;EWR;27.0
10;UA;SEA;IAD;-4.0
10;UA;SEA;IAH;-4.0
10;UA;SEA;LAX;-16.0
10;UA;SEA;ORD;-16.0
10;UA;SEA;SFO;-10.714285714285714
10;UA;SFO;ACV;-10.0
10;UA;SFO;AUS;83.5
10;UA;SFO;BOI;-11.0
10;UA;SFO;BOS;-11.0
10;UA;SFO;BUR;-12.5
10;UA;SFO;BWI;-11.0
10;UA;SFO;DCA;-7.0
10;UA;SFO;DEN;10.5
10;UA;SFO;DFW;2.0
10;UA;SFO;EUG;-15.0
10;UA;SFO;EWR;137.0
10;UA;SFO;FAT;-9.0
10;UA;SFO;FLL;-20.0
10;UA;SFO;HNL;-7.5
10;UA;SFO;IAD;-1.0
10;UA;SFO;IAH;1.6
10;UA;SFO;IND;-11.5
10;UA;SFO;LAS;-15.0
10;UA;SFO;LAX;-11.0
10;UA;SFO;LIH;-19.0
10;UA;SFO;MCI;-13.5
10;UA;SFO;MFR;2.6666666666666665
10;UA;SFO;MRY;-13.0
10;UA;SFO;MSN;6.0
10;UA;SFO;ONT;-17.0
10;UA;SFO;ORD;3.857142857142857
10;UA;SFO;PDX;-10.0
10;UA;SFO;PHX;-9.5
10;UA;SFO;RDD;-5.0
10;UA;SFO;SAN;-5.857142857142857
10;UA;SFO;SAT;5.0
10;UA;SFO;SBA;-4.5
10;UA;SFO;SBP;-11.0
10;UA;SFO;SEA;47.0
10;UA;SFO;SLC;8.0
10;UA;SFO;SMF;-12.0
10;UA;SFO;SNA;-3.0
10;UA;SFO;STS;33.0
10;UA;SFO;TUS;39.0
10;UA;SFO;XNA;-26.5
10;UA;SGF;DEN;-5.0
10;UA;SGF;IAH;77.0
10;UA;SGF;ORD;210.5
10;UA;SGU;DEN;-16.0
10;UA;SHD;ORD;-5.0
10;UA;SJC;DEN;1.0
10;UA;SJU;IAH;8.5
10;UA;SLC;DEN;-16.333333333333332
10;UA;SLC;IAH;309.3333333333333
10;UA;SLC;LAX;-15.5
10;UA;SLC;ORD;-16.0
10;UA;SLC;SFO;-21.0
10;UA;SLN;ORD;45.0
10;UA;SMF;DEN;-9.666666666666666
10;UA;SMF;EWR;-12.0
10;UA;SMF;LAX;-22.0
10;UA;SMF;ORD;-4.5
10;UA;SNA;DEN;-13.0
10;UA;SNA;EWR;-20.0
10;UA;SNA;IAH;-15.0
10;UA;SNA;ORD;11.5
10;UA;SNA;SFO;-8.142857142857142
10;UA;SPI;ORD;14.5
10;UA;SPN;GUM;-3.0
10;UA;SRQ;EWR;31.0
10;UA;SRQ;ORD;-5.0
10;UA;STL;DEN;21.0
10;UA;STL;EWR;3.5
10;UA;STL;IAD;-8.5
10;UA;STL;ORD;4.333333333333333
10;UA;STL;SFO;-6.5
10;UA;STS;SFO;-18.0
10;UA;SYR;EWR;-6.0
10;UA;SYR;IAD;19.666666666666668
10;UA;SYR;ORD;-5.25
10;UA;TPA;DEN;-2.0
10;UA;TPA;EWR;-17.5
10;UA;TPA;IAD;-3.0
10;UA;TPA;ORD;-31.0
10;UA;TUL;DEN;4.0
